Id,firstflrsf,GrLivArea,LotArea,GarageArea,BsmtUnfSF,TotalBsmtSF,LotFrontage,GarageYrBlt,MoSold,YearBuilt,SalePrice
821,798,1640,7226,595,798,798,72.0,2003.0,6,2003,183000
822,936,936,6000,576,936,936,60.0,1974.0,2,1953,93000
823,847,1733,12394,433,847,847,0.0,2003.0,10,2003,225000
824,944,1489,9900,240,778,778,60.0,1940.0,7,1940,139500
825,1489,1489,11216,776,1489,1489,81.0,2006.0,6,2006,232600
826,2084,2084,14803,1220,442,2078,114.0,2007.0,6,2007,385000
827,784,784,6130,0,0,784,50.0,1979.0,5,1924,109500
828,1434,1434,8529,527,1434,1454,65.0,2001.0,4,2001,189000
829,1160,2126,28698,538,0,1013,0.0,1967.0,6,1967,185000
830,520,1223,2544,480,600,600,24.0,2005.0,7,2005,147400
831,1392,1392,11900,458,352,1392,80.0,1957.0,6,1957,166000
832,520,1200,3180,480,600,600,30.0,2005.0,6,2005,151000
833,941,1829,9548,613,458,941,44.0,2003.0,1,2003,237000
834,1516,1516,10004,472,975,1516,100.0,1964.0,2,1964,167000
835,1144,1144,7875,456,572,1144,75.0,1961.0,9,1961,139950
836,1067,1067,9600,436,625,1067,60.0,1996.0,2,1950,128000
837,1559,1559,8100,812,1221,1559,90.0,1948.0,6,1948,153500
838,483,987,1680,264,153,483,21.0,1973.0,11,1973,100000
839,1099,1099,9525,352,1099,1099,75.0,1999.0,6,1995,144000
840,768,1200,11767,240,416,768,70.0,1946.0,5,1946,130500
841,810,1482,12155,400,516,672,0.0,1934.0,3,1925,140000
842,958,1539,10440,686,650,650,60.0,1983.0,6,1904,157500
843,1165,1165,9020,490,276,1127,82.0,1966.0,5,1966,174900
844,1800,1800,8000,0,1800,1800,80.0,1979.0,7,1961,141000
845,876,1416,12665,720,876,876,100.0,1949.0,6,1915,153900
846,1701,1701,16647,611,0,1390,0.0,1975.0,1,1975,171000
847,1006,1775,9317,425,227,740,75.0,1993.0,7,1993,213000
848,864,864,15523,338,404,864,36.0,1972.0,8,1972,133500
849,1307,2358,45600,360,907,907,75.0,1908.0,9,1908,240000
850,1094,1855,9600,512,528,528,80.0,1976.0,8,1976,187000
851,848,848,4435,420,189,848,36.0,2003.0,11,2003,131500
852,1456,1456,3196,400,1273,1273,0.0,2003.0,5,2003,215000
853,918,1646,7128,240,554,918,53.0,1941.0,8,1941,164000
854,1445,1445,12095,645,563,1127,0.0,1964.0,8,1964,158000
855,1779,1779,17920,454,372,1763,102.0,1955.0,7,1955,170000
856,1040,1040,6897,260,381,1040,0.0,1962.0,4,1962,127000
857,1026,1026,10970,576,0,940,0.0,1981.0,10,1978,147000
858,702,1481,8125,343,702,702,65.0,1994.0,3,1994,174000
859,1370,1370,10400,479,1090,1090,80.0,1976.0,6,1976,152000
860,1512,2654,11029,619,435,1054,0.0,1968.0,8,1968,250000
861,912,1426,7642,216,912,912,55.0,1925.0,6,1918,189950
862,1039,1039,11625,504,198,1039,75.0,1965.0,4,1965,131500
863,1097,1097,9672,480,702,1040,81.0,1986.0,5,1984,152000
864,1148,1148,7931,672,0,1148,70.0,1959.0,7,1959,132500
865,1372,1372,8640,529,1372,1372,72.0,2008.0,5,2007,250580
866,1002,1002,8750,902,174,1002,0.0,1973.0,8,1970,148500
867,1646,1646,10656,870,1638,1638,67.0,2007.0,11,2006,248900
868,1120,1120,6970,544,108,1040,85.0,1961.0,5,1961,129000
869,1547,2320,14762,672,0,0,0.0,1979.0,5,1948,169000
870,1062,1949,9938,574,300,1050,80.0,1993.0,6,1993,236000
871,894,894,6600,308,894,894,60.0,1962.0,8,1962,109500
872,804,1682,8750,523,299,804,70.0,1998.0,6,1998,200500
873,910,910,8892,414,105,105,74.0,1953.0,10,1953,116000
874,1036,1268,12144,288,457,832,60.0,1949.0,9,1949,133000
875,676,1131,5720,200,676,676,52.0,1941.0,8,1941,66500
876,1184,2610,9000,550,1120,1184,75.0,2007.0,8,2007,303477
877,1040,1040,25286,648,431,1064,94.0,1963.0,1,1963,132250
878,1462,2224,8834,738,292,1462,74.0,2004.0,6,2004,350000
879,1155,1155,11782,576,210,1109,88.0,1987.0,6,1961,148000
880,864,864,7000,336,218,864,0.0,1978.0,7,1978,136500
881,1090,1090,7024,450,110,1090,60.0,2005.0,6,2005,157000
882,1187,1717,13758,400,254,1156,44.0,1990.0,4,1990,187500
883,808,1593,9636,389,808,808,0.0,1993.0,12,1992,178000
884,954,2230,6204,440,795,795,60.0,1997.0,3,1912,118500
885,892,892,7150,288,460,892,65.0,1967.0,7,1967,100000
886,1709,1709,5119,506,460,1698,50.0,1999.0,1,1999,328900
887,1712,1712,8393,588,1098,1626,70.0,2005.0,6,1959,145000
888,872,1393,16466,300,816,816,59.0,1955.0,4,1955,135500
889,2217,2217,15865,621,1043,2217,95.0,1970.0,10,1970,268000
890,1505,1505,12160,505,481,1505,128.0,1953.0,2,1953,149500
891,672,924,8064,576,672,672,60.0,2003.0,7,1949,122900
892,918,1683,11184,440,192,918,70.0,1978.0,7,1978,172500
893,1068,1068,8414,264,396,1059,70.0,1963.0,2,1963,154500
894,1383,1383,13284,354,319,1383,0.0,1954.0,6,1954,165000
895,1535,1535,7018,400,0,0,64.0,1979.0,6,1979,118858
896,983,1796,7056,483,380,780,71.0,1963.0,10,1963,140000
897,951,951,8765,327,666,951,50.0,1936.0,4,1936,106500
898,1120,2240,7018,528,0,0,64.0,1979.0,6,1979,142953
899,2364,2364,12919,820,142,2330,100.0,2009.0,3,2009,611657
900,1236,1236,6993,288,447,912,65.0,1961.0,6,1961,135000
901,858,858,7340,684,536,858,0.0,1979.0,6,1971,110000
902,1306,1306,8712,756,132,992,64.0,1968.0,5,1957,153000
903,807,1509,7875,393,783,783,63.0,2003.0,7,2003,180000
904,1670,1670,14859,690,1670,1670,50.0,2006.0,8,2006,240000
905,902,902,6173,288,277,876,0.0,1967.0,8,1967,125500
906,1063,1063,9920,280,412,1056,80.0,1954.0,2,1954,128000
907,1636,1636,13501,865,1560,1623,116.0,2006.0,6,2006,255000
908,1020,2057,11500,180,794,1017,86.0,1936.0,6,1936,250000
909,902,902,8885,484,239,864,0.0,1983.0,6,1983,131000
910,742,1484,12589,390,742,742,149.0,2005.0,6,2005,174000
911,1105,2274,11600,480,662,1105,80.0,1960.0,1,1960,154300
912,1268,1268,9286,252,1072,1268,0.0,1978.0,10,1977,143500
913,1015,1015,6120,450,279,768,51.0,1925.0,7,1925,88000
914,1001,2002,6270,871,717,1001,82.0,1949.0,8,1949,145000
915,612,1224,3000,528,318,612,30.0,2009.0,6,2009,173733
916,546,1092,2001,286,546,546,21.0,1970.0,1,1970,75000
918,1229,1229,17140,284,75,1134,0.0,1956.0,4,1956,135000
919,912,2127,13125,833,422,1104,103.0,1991.0,11,1991,238000
920,1414,1414,11029,601,245,1184,87.0,1990.0,5,1958,176500
921,936,1721,8462,471,114,928,70.0,1994.0,7,1994,201000
922,1272,2200,8777,0,188,1272,67.0,1979.0,9,1900,145900
923,1316,1316,10237,397,1288,1316,65.0,2005.0,10,2005,169990
924,1617,1617,8012,533,598,1604,50.0,1993.0,7,1993,193000
925,1686,1686,10240,612,0,1686,79.0,1980.0,5,1980,207500
926,1126,1126,15611,540,266,1126,0.0,1977.0,3,1977,175000
927,1234,2374,11999,656,1181,1181,93.0,2003.0,5,2003,285000
928,1098,1978,9900,486,280,832,0.0,1968.0,4,1968,176000
929,1788,1788,11838,522,1753,1753,0.0,2001.0,6,2001,236500
930,993,2236,13006,642,964,964,0.0,1997.0,11,1997,222000
931,1466,1466,8925,610,1450,1466,73.0,2007.0,7,2007,201000
932,925,925,9100,429,121,925,70.0,1965.0,7,1965,117500
933,1905,1905,11670,788,1905,1905,84.0,2006.0,3,2006,320000
934,1500,1500,8487,570,1480,1500,63.0,2004.0,8,2004,190000
935,2069,2069,27650,505,160,585,313.0,1960.0,11,1960,242000
936,747,747,5825,528,600,600,52.0,1953.0,6,1926,79900
937,1200,1200,10083,555,343,1176,67.0,2003.0,8,2003,184900
938,1113,1971,9675,689,772,1113,75.0,2005.0,2,2005,253000
939,1391,1962,8760,868,927,1391,73.0,2006.0,8,2006,239799
940,1207,2403,24090,349,1032,1032,0.0,1940.0,6,1940,244400
941,1728,1728,12640,574,396,1728,55.0,1976.0,7,1976,150900
942,1022,2060,8755,390,220,992,0.0,1999.0,6,1999,214000
943,1440,1440,7711,0,0,1440,42.0,1979.0,8,1977,150000
944,1632,1632,25000,576,1632,1632,100.0,1967.0,6,1967,143000
945,1344,1344,14375,525,354,819,0.0,1958.0,1,1958,137500
946,1188,1869,8820,456,0,1088,98.0,1963.0,9,1890,124900
947,1144,1144,8163,796,102,1144,70.0,1959.0,3,1959,143000
948,1629,1629,14536,808,316,1616,85.0,2002.0,11,2002,270000
949,936,1776,14006,474,936,936,65.0,2002.0,2,2002,192500
950,1381,1381,9360,676,179,1161,78.0,1972.0,3,1972,197500
951,864,864,7200,720,317,864,60.0,1980.0,7,1950,129000
952,965,965,7800,300,187,828,60.0,1979.0,7,1965,119900
953,768,768,7200,396,108,768,60.0,1974.0,4,1972,133900
954,1168,1968,11075,530,29,784,0.0,1969.0,9,1969,172000
955,980,980,9400,0,0,945,35.0,1979.0,10,1975,127500
956,979,1958,7136,492,495,979,82.0,1946.0,8,1946,145000
957,561,1229,1300,462,276,561,24.0,1980.0,5,1980,124000
958,1057,1057,7420,576,640,1057,70.0,1977.0,4,1962,132000
959,1337,1337,8450,531,638,1337,65.0,2003.0,10,2003,185000
960,696,1416,2572,484,92,696,24.0,1999.0,5,1999,155000
961,858,858,7207,0,162,858,50.0,1979.0,2,1958,116500
962,1542,2872,12227,619,434,1330,0.0,1977.0,7,1977,272000
963,804,1548,2308,440,248,804,24.0,1976.0,7,1976,155000
964,1800,1800,11923,702,1800,1800,122.0,2007.0,5,2007,239000
965,824,1894,11316,510,193,817,80.0,2002.0,2,2002,214900
966,783,1484,10237,393,783,783,65.0,2005.0,7,2005,178900
967,976,1308,9600,256,300,728,130.0,1940.0,6,1940,160000
968,1098,1098,7390,260,196,1098,0.0,1955.0,7,1955,135000
969,600,968,5925,0,600,600,50.0,1979.0,5,1910,37900
970,1095,1095,10382,264,75,588,75.0,1958.0,3,1958,140000
971,720,1192,10800,0,720,720,60.0,1979.0,12,1949,135000
972,764,1626,2268,474,197,764,36.0,2003.0,7,2003,173000
973,918,918,7892,264,918,918,55.0,1979.0,4,1979,99500
974,1428,1428,11639,480,1428,1428,95.0,2007.0,12,2007,182000
975,1136,2019,11414,532,728,728,60.0,1997.0,10,1910,167500
976,673,1382,2651,490,32,673,0.0,2000.0,4,2000,165000
977,869,869,5900,0,440,440,51.0,1979.0,8,1923,85500
978,1241,1241,4274,569,135,1241,35.0,2007.0,11,2006,199900
979,894,894,9450,400,342,894,68.0,1999.0,5,1954,110000
980,1121,1121,8816,480,470,1121,80.0,1963.0,6,1963,139000
981,999,999,12122,588,77,944,0.0,1961.0,7,1961,178400
982,1276,2612,12203,676,371,1225,98.0,1998.0,7,1998,336000
983,1266,1266,3182,388,1266,1266,43.0,2007.0,3,2007,159895
984,1149,2290,11250,779,1128,1128,0.0,2002.0,5,2002,255900
985,1302,1734,10125,539,0,0,75.0,1977.0,8,1977,126000
986,1164,1164,10880,240,124,1164,68.0,1950.0,8,1950,125000
987,1001,1635,5310,255,485,485,59.0,1950.0,6,1910,117000
988,1940,1940,10159,606,284,1930,83.0,2010.0,4,2009,395192
989,1118,2030,12046,551,692,848,0.0,1976.0,6,1976,195000
990,778,1576,8125,614,770,770,65.0,2006.0,8,2006,197000
991,1407,2392,9452,870,322,1396,82.0,1997.0,6,1997,348000
992,916,1742,17671,424,700,916,121.0,1925.0,11,1882,168000
993,1020,1851,9760,440,169,822,80.0,1964.0,7,1964,187000
994,750,1500,8846,564,750,750,68.0,2005.0,8,2005,173900
995,1718,1718,12456,786,528,1700,96.0,2008.0,7,2006,337500
996,774,1230,4712,305,363,747,51.0,1946.0,8,1946,121600
997,1050,1050,10659,368,135,1050,0.0,1961.0,1,1961,136500
998,1442,1442,11717,615,1442,1442,0.0,1970.0,2,1970,185000
999,1077,1077,9786,210,1007,1007,60.0,1922.0,5,1922,91000
1000,1208,1208,6762,632,501,1187,64.0,2006.0,2,2006,206000
1001,944,944,10206,528,0,0,74.0,1956.0,7,1952,82000
1002,691,691,5400,216,691,691,60.0,1920.0,1,1920,86000
1003,1574,1574,11957,824,1550,1574,75.0,2006.0,7,2006,232000
1004,1680,1680,11500,528,1680,1680,0.0,1976.0,6,1976,136905
1005,1504,1504,3182,457,1330,1346,43.0,2005.0,5,2005,181000
1006,985,985,8385,328,390,985,65.0,1977.0,11,1977,149900
1007,1657,1657,12155,484,420,1657,0.0,1970.0,3,1970,163500
1008,546,1092,2217,286,0,546,21.0,1970.0,8,1970,88000
1009,1710,1710,12118,550,1710,1710,43.0,2004.0,4,2004,240000
1010,1008,1522,6000,0,1008,1008,60.0,1979.0,6,1926,102000
1011,720,1271,21286,312,720,720,115.0,1948.0,8,1948,135000
1012,1664,1664,9825,0,0,0,75.0,1979.0,5,1965,100000
1013,900,1502,10592,180,602,602,55.0,1923.0,8,1923,165000
1014,1022,1022,7200,280,310,1022,60.0,1956.0,6,1910,85000
1015,1082,1082,11664,240,746,1082,60.0,1948.0,11,1948,119200
1016,810,1665,8400,528,167,810,70.0,2001.0,11,2001,227000
1017,1504,1504,11883,478,814,1504,73.0,1996.0,6,1996,203000
1018,1360,1360,5814,565,184,1220,0.0,1984.0,8,1984,187500
1019,802,1472,10784,402,384,384,0.0,1991.0,5,1991,160000
1020,1506,1506,3013,440,1346,1362,43.0,2005.0,4,2005,213490
1021,1132,1132,7024,451,108,1132,60.0,2005.0,6,2005,176000
1022,1220,1220,7406,632,515,1199,64.0,2006.0,7,2006,194000
1023,912,1248,9439,160,588,912,52.0,1957.0,3,1930,87000
1024,1504,1504,3182,437,1330,1346,43.0,2005.0,5,2005,191000
1025,2898,2898,15498,665,0,1565,0.0,1976.0,5,1976,287000
1026,882,882,7700,461,276,882,70.0,1980.0,3,1972,112500
1027,1264,1264,9300,461,571,1268,73.0,1960.0,4,1960,167500
1028,1646,1646,9520,800,125,1638,71.0,2008.0,4,2007,293077
1029,968,1376,9492,240,359,768,79.0,1941.0,4,1941,105000
1030,672,1218,1680,264,355,672,21.0,1972.0,5,1972,118000
1031,948,1928,7082,0,686,686,0.0,1979.0,7,1916,160000
1032,1687,3082,15863,672,301,824,102.0,1970.0,8,1920,197000
1033,1352,2520,14541,796,326,1338,0.0,1993.0,11,1993,310000
1034,1654,1654,8125,900,668,1654,0.0,2002.0,2,2002,230000
1035,954,954,6305,240,920,920,50.0,1938.0,6,1938,119750
1036,845,845,11500,290,0,0,0.0,1957.0,1,1957,84000
1037,1620,1620,12898,912,598,1620,89.0,2008.0,9,2007,315500
1038,1055,2263,9240,905,1055,1055,0.0,2001.0,9,2001,287000
1039,798,1344,1533,0,546,546,21.0,1979.0,5,1970,97000
1040,630,630,1477,286,121,630,21.0,1970.0,4,1970,80000
1041,1803,1803,13125,484,284,1134,88.0,1957.0,1,1957,155000
1042,800,1632,9130,484,336,800,0.0,1966.0,7,1966,173000
1043,1306,1306,5381,624,406,1306,34.0,2005.0,8,2005,196000
1044,1532,2329,11839,514,390,1475,86.0,1990.0,5,1990,262280
1045,2524,2524,9600,542,1420,2524,80.0,1981.0,7,1981,278000
1046,1733,1733,13680,452,0,0,0.0,1955.0,6,1955,139600
1047,1992,2868,16056,716,1752,1992,85.0,2005.0,7,2005,556581
1048,990,990,9245,672,304,990,57.0,1996.0,2,1994,145000
1049,1771,1771,21750,336,0,0,100.0,1960.0,11,1960,115000
1050,930,930,11100,308,0,0,60.0,1946.0,4,1946,84900
1051,1302,1302,8993,436,1302,1302,73.0,2007.0,8,2007,176485
1052,1316,1316,11175,440,1316,1316,103.0,2007.0,10,2007,200141
1053,1127,1977,9500,540,374,816,100.0,1964.0,6,1964,165000
1054,1526,1526,8562,364,833,1216,68.0,1957.0,5,1957,144500
1055,1091,1989,11367,586,133,1065,90.0,2002.0,11,2002,255000
1056,1523,1523,11361,478,549,1193,104.0,1976.0,5,1976,180000
1057,1364,1364,7052,484,705,1364,43.0,2005.0,6,2005,185850
1058,979,1850,29959,467,378,973,0.0,1994.0,1,1994,248000
1059,1130,2184,11308,836,168,1104,96.0,2008.0,7,2008,335000
1060,1096,1991,11275,432,0,854,0.0,1977.0,3,1932,220000
1061,1338,1338,4920,582,722,1338,41.0,2001.0,4,2001,213500
1063,1422,2337,13600,560,662,662,85.0,1945.0,9,1900,90000
1064,1103,1103,6000,440,706,1103,50.0,1976.0,7,1925,110500
1065,1154,1154,11000,480,184,1154,0.0,1966.0,11,1966,154000
1066,1306,2260,14000,533,105,1306,80.0,1996.0,4,1996,328000
1067,799,1571,7837,380,799,799,59.0,1993.0,5,1993,178000
1068,798,1611,9760,442,0,780,80.0,1964.0,6,1964,167900
1069,1291,2521,3964,576,105,942,42.0,1973.0,6,1973,151400
1070,893,893,9600,576,625,845,60.0,1985.0,5,1949,135000
1071,1048,1048,10152,286,462,1048,72.0,1956.0,6,1956,135000
1072,829,1556,11700,441,429,727,78.0,1968.0,5,1968,154000
1073,1002,1456,7585,280,810,810,50.0,1954.0,8,1948,91500
1074,698,1426,7950,440,155,690,75.0,1977.0,7,1977,159500
1075,1240,1240,8556,826,1240,1240,74.0,2006.0,5,2006,194000
1076,960,1740,13125,240,390,800,75.0,1940.0,7,1940,219500
1077,1096,1466,10800,566,170,796,60.0,1950.0,4,1936,170000
1078,1096,1096,15870,299,230,1096,0.0,1969.0,3,1969,138800
1079,848,848,4435,420,186,848,37.0,2004.0,5,2004,155900
1080,990,990,8775,299,495,990,65.0,1996.0,4,1994,126000
1081,1258,1258,11040,528,602,1258,80.0,1971.0,10,1971,145000
1082,1040,1040,7500,308,216,1040,75.0,1963.0,6,1963,133000
1083,1459,1459,8749,527,1459,1459,70.0,2002.0,9,2002,192000
1084,1251,1251,8800,461,698,1251,80.0,1964.0,3,1964,160000
1085,691,1498,13031,409,99,691,0.0,1995.0,7,1995,187500
1086,996,996,9069,564,189,936,73.0,1992.0,4,1992,147000
1087,546,1092,1974,286,212,546,0.0,1973.0,5,1973,83500
1088,1082,1953,10574,1043,1082,1082,85.0,2005.0,5,2005,252000
1089,970,1709,2522,380,970,970,24.0,2004.0,4,2004,137500
1090,1247,1247,3316,550,208,1247,37.0,2005.0,4,2005,197000
1091,1040,1040,8544,400,0,0,60.0,1987.0,6,1950,92900
1092,624,1252,2160,462,90,600,24.0,1999.0,3,1999,160000
1093,1390,1694,8400,576,758,1181,60.0,1925.0,6,1925,136500
1094,1200,1200,9230,884,203,864,71.0,1977.0,10,1965,146000
1095,936,936,5868,308,448,936,74.0,1956.0,5,1956,129000
1096,1314,1314,9317,440,1290,1314,78.0,2006.0,3,2006,176432
1097,773,1355,6882,0,684,684,60.0,1979.0,3,1914,127000
1098,1088,1088,3696,461,1074,1074,0.0,1987.0,10,1986,170000
1099,757,1324,6000,240,0,672,50.0,1936.0,7,1936,128000
1100,1601,1601,11880,478,567,1271,82.0,1978.0,4,1978,157000
1101,438,438,8400,246,0,290,60.0,1930.0,1,1920,60000
1102,950,950,9758,280,251,950,61.0,1981.0,7,1971,119500
1103,1134,1134,7000,254,422,1010,70.0,1960.0,4,1960,135000
1104,1194,1194,8910,539,0,655,79.0,1954.0,7,1959,159500
1105,630,1302,2016,440,630,630,24.0,1970.0,4,1970,106000
1106,1500,2622,12256,712,431,1463,98.0,1994.0,4,1994,325000
1107,1442,1442,10357,719,172,910,114.0,1990.0,5,1990,179900
1108,887,2021,23257,422,868,868,168.0,2006.0,9,2006,274725
1109,948,1690,8063,463,924,924,0.0,2000.0,11,2000,181000
1110,1836,1836,11362,862,797,1836,107.0,2004.0,3,2004,280000
1111,773,1658,8000,431,554,773,0.0,1995.0,6,1995,188000
1112,1098,1964,10480,483,400,803,80.0,1976.0,9,1976,205000
1113,816,816,7100,308,108,816,73.0,1957.0,7,1957,129900
1114,1008,1008,8923,240,365,1008,66.0,1953.0,5,1953,134500
1115,833,833,5400,326,418,833,90.0,1955.0,8,1954,117000
1116,1734,1734,12085,928,730,1734,93.0,2007.0,11,2007,318000
1117,779,1419,7750,527,55,408,0.0,2002.0,3,2002,184100
1118,894,894,9764,450,192,894,57.0,1967.0,5,1967,130000
1119,1021,1601,13825,300,533,533,85.0,1958.0,12,1958,140000
1120,1040,1040,7560,286,671,1040,70.0,1959.0,7,1959,133700
1121,1012,1012,8263,308,1012,1012,59.0,1920.0,5,1920,118400
1122,1552,1552,10084,782,1528,1552,84.0,2005.0,7,2005,212900
1123,960,960,8926,288,672,672,0.0,1956.0,10,1956,112000
1124,698,698,9405,0,698,698,50.0,1979.0,6,1947,118000
1125,812,1482,9125,392,384,384,0.0,1992.0,7,1992,163900
1126,1005,1005,10434,672,1005,1005,60.0,1977.0,11,1955,115000
1127,1555,1555,3684,660,1373,1373,53.0,2007.0,6,2007,174000
1128,1530,1530,14572,630,230,1530,182.0,2004.0,11,2004,259000
1129,847,1959,11796,434,847,847,59.0,2004.0,7,2004,215000
1130,936,936,7200,672,0,936,60.0,1980.0,8,1980,140000
1131,1328,1981,7804,576,500,1122,65.0,1981.0,12,1928,135000
1132,974,974,10712,0,762,974,63.0,1979.0,9,1991,93500
1133,1178,2210,9900,205,1008,1008,90.0,1930.0,5,1880,117500
1134,1142,2020,9828,466,544,1128,80.0,1995.0,6,1995,239500
1135,916,1600,8773,460,916,916,57.0,1997.0,8,1997,169000
1136,986,986,6180,180,960,960,60.0,1926.0,5,1926,102000
1137,1032,1252,9600,288,752,1032,80.0,1950.0,4,1950,119000
1138,780,1020,6342,0,780,780,54.0,1979.0,5,1875,94000
1139,1567,1567,9819,714,0,1567,0.0,1977.0,5,1977,196000
1140,1167,1167,8731,495,270,915,98.0,1972.0,5,1920,144000
1141,952,952,7350,840,100,952,60.0,1988.0,6,1951,139000
1142,1088,1868,10304,484,399,780,0.0,1976.0,10,1976,197500
1143,1466,2828,9965,1052,316,1466,77.0,2006.0,4,2006,424870
1144,1006,1006,9000,0,718,1006,0.0,1979.0,7,1959,80000
1145,672,924,12180,280,324,672,60.0,1941.0,7,1941,80000
1146,1042,1576,6240,225,1042,1042,52.0,1928.0,8,1928,149000
1147,1298,1298,11200,403,40,1298,0.0,1985.0,5,1985,180000
1148,860,1564,12000,234,429,704,75.0,1941.0,7,1941,174500
1149,572,1111,5700,288,572,572,0.0,1982.0,8,1926,116900
1150,832,1482,9000,324,26,650,50.0,1930.0,7,1920,143000
1151,932,932,8280,306,932,932,57.0,1950.0,11,1950,124000
1152,1466,1466,17755,528,1290,1466,134.0,1959.0,11,1959,149900
1153,1811,1811,14115,470,230,1073,90.0,1956.0,7,1956,230000
1154,816,816,5890,432,278,816,0.0,2002.0,6,1930,120500
1155,902,1820,13700,492,410,864,0.0,1965.0,5,1965,201800
1156,1437,1437,10768,528,280,1437,90.0,1976.0,7,1976,218000
1157,1265,1265,9350,502,586,1219,85.0,1965.0,10,1965,179900
1158,1314,1314,5001,626,410,1314,34.0,2008.0,7,2007,230000
1159,1580,1580,11932,830,1580,1580,92.0,2008.0,6,2007,235128
1160,943,1876,9120,540,459,901,76.0,1974.0,7,1974,185000
1161,855,1456,2280,440,544,855,24.0,1978.0,7,1978,146000
1162,1640,1640,14778,924,568,1296,0.0,1993.0,11,1954,224000
1163,894,894,8724,450,402,894,109.0,1968.0,5,1968,129000
1164,1258,1258,12900,400,0,1198,60.0,1969.0,1,1969,108959
1165,1432,1432,16157,588,289,1360,0.0,1978.0,6,1978,194000
1166,1502,1502,9541,644,1502,1502,79.0,2009.0,9,2009,233170
1167,1694,1694,10475,776,1694,1694,64.0,2008.0,2,2008,245350
1168,959,1671,10852,472,173,959,58.0,2000.0,2,2000,173000
1169,1236,2108,13728,540,501,1127,120.0,1935.0,7,1935,235000
1170,1831,3627,35760,807,543,1930,118.0,1995.0,7,1995,625000
1171,1118,1118,9880,358,574,1096,76.0,1977.0,7,1977,171000
1172,1261,1261,9120,433,599,1261,76.0,1958.0,11,1958,163000
1173,625,1250,4017,625,625,625,35.0,2006.0,3,2006,171900
1174,1636,3086,18030,0,977,1598,138.0,1979.0,3,1946,200500
1175,1170,2345,16560,360,449,952,80.0,1932.0,7,1932,239000
1176,2129,2872,10678,541,983,1683,85.0,1992.0,4,1992,285000
1177,923,923,6951,264,218,876,37.0,1984.0,10,1984,119500
1178,818,1224,3950,210,350,818,0.0,1926.0,12,1926,115000
1179,820,1343,7681,186,731,731,54.0,1921.0,7,1921,154900
1180,1124,1124,8335,0,0,0,77.0,1979.0,4,1954,93000
1181,1298,2514,11170,693,0,1216,0.0,1990.0,4,1990,250000
1182,1652,1652,5587,482,120,1600,64.0,2008.0,11,2008,392500
1183,2411,4476,15623,813,300,2396,160.0,1996.0,7,1996,745000
1184,1130,1130,10800,720,299,1120,60.0,1970.0,6,1920,120000
1185,1572,1572,35133,995,413,1572,50.0,1963.0,5,1963,186700
1186,949,1221,9738,392,392,784,60.0,1965.0,3,1924,104900
1187,1014,1699,10615,420,538,978,107.0,1920.0,8,1900,95000
1188,1624,1624,12461,757,168,1624,89.0,1994.0,7,1994,262000
1189,831,1660,8935,493,831,831,68.0,2002.0,7,2002,195000
1190,1028,1804,7500,442,994,994,60.0,1999.0,6,1999,189000
1191,1622,1622,32463,1356,90,1249,0.0,1975.0,3,1961,168000
1192,764,1441,2645,492,776,776,24.0,1999.0,11,1999,174000
1193,842,1472,9600,250,702,702,60.0,1925.0,7,1925,125000
1194,1224,1224,4500,402,341,1224,0.0,1999.0,6,1999,165000
1195,663,1352,9364,299,292,663,80.0,1969.0,3,1969,158000
1196,728,1456,8029,400,728,728,51.0,2005.0,7,2005,176000
1197,879,1863,14054,660,879,879,58.0,2006.0,11,2006,219210
1198,815,1690,8850,225,815,815,65.0,1916.0,7,1916,144000
1199,1212,1212,9100,573,1212,1212,70.0,2001.0,6,2001,178000
1200,1382,1382,11235,459,504,1051,75.0,1974.0,10,1963,148000
1201,864,864,9353,280,864,864,71.0,1972.0,7,1970,116050
1202,866,1779,10400,546,866,866,80.0,1998.0,3,1998,197900
1203,884,1348,6000,216,884,884,50.0,1960.0,5,1925,117000
1204,1630,1630,9750,451,1630,1630,75.0,2000.0,10,2000,213000
1205,1074,1074,10140,495,268,1056,78.0,1975.0,7,1975,153500
1206,2196,2196,14684,701,1496,2158,90.0,1990.0,6,1990,271900
1207,1056,1056,8900,384,0,1056,0.0,1966.0,11,1966,107000
1208,1700,1700,9135,544,1342,1682,70.0,2003.0,5,2003,200000
1209,1283,1283,7763,506,319,931,70.0,1980.0,10,1962,140000
1210,1660,1660,10182,500,440,1660,85.0,2006.0,5,2006,290000
1211,1055,1845,11218,462,1055,1055,70.0,1992.0,5,1992,189000
1212,1080,1752,12134,492,132,559,152.0,1988.0,6,1988,164000
1213,672,672,9340,234,328,672,50.0,1941.0,8,1941,113000
1214,960,960,10246,364,0,648,0.0,1965.0,5,1965,145000
1215,999,999,10205,300,141,925,69.0,1962.0,5,1962,134500
1216,894,894,7094,384,340,894,99.0,1966.0,5,1966,125000
1217,1318,1902,8930,539,0,0,68.0,1978.0,4,1978,112000
1218,1314,1314,8640,552,364,1300,72.0,2009.0,9,2009,229456
1219,672,912,6240,0,0,0,52.0,1979.0,7,1947,80500
1220,672,1218,1680,0,672,672,21.0,1979.0,4,1971,91500
1221,912,912,7800,288,0,912,66.0,1964.0,11,1964,115000
1222,1211,1211,8250,322,210,952,55.0,1968.0,8,1968,134000
1223,1168,1846,10496,315,844,1040,78.0,1949.0,1,1949,143000
